Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,RA9extras,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired,Name-additional
429,Alex Lange,26,DET,63.1,71,0,30,4.26,4.32,0.14,-0.29,0.35,97.2,4.12,-1,-0.1,1.41,-0.2,0.4,5,.499,.500,,Traded,langeal01
430,Eric Lauer*,27,MIL,158.2,29,29,71,4.03,4.33,0.30,0.20,0.00,98.3,4.15,2,0.2,,-0.1,1.6,17,.508,.501,$2425000,Traded,lauerer01
431,Derek Law,31,2TM,19.2,17,0,13,5.95,4.47,-0.17,-0.30,0.29,109.4,5.07,-2,-0.1,1.25,0.0,0.1,0,.492,.501,,Free Agency,lawde01
432,Casey Lawrence,34,TOR,18.0,6,0,15,7.50,4.52,0.34,-0.14,0.00,98.4,3.97,-7,-0.7,.76,0.0,-0.5,-5,.387,.496,,Free Agency,lawreca01
433,Justin Lawrence,27,COL,42.2,38,0,27,5.70,4.61,0.04,-0.31,0.00,113.8,4.85,-4,-0.4,1.06,-0.1,-0.1,0,.489,.497,,Amateur Draft,lawreju01
434,José Leclerc,28,TEX,47.2,39,0,17,3.21,4.24,0.05,-0.28,0.12,100.1,4.02,5,0.5,1.23,-0.1,0.9,9,.513,.503,$5250000,Amateur Free Agent,leclejo01
435,Dylan Lee*,27,ATL,50.2,46,0,16,2.84,4.48,0.17,-0.30,0.22,99.6,4.21,8,0.8,1.29,0.0,1.3,12,.518,.505,,Free Agency,leedy01
436,Evan Lee*,25,WSN,8.2,4,1,5,5.19,4.67,-0.28,-0.09,0.00,92.2,4.48,-1,-0.1,.27,0.0,0.0,0,.482,.500,,,leeev01
437,Mark Leiter Jr.,31,CHC,67.2,35,4,32,4.26,4.39,0.02,-0.15,0.33,102.1,4.65,3,0.3,1.39,-0.1,0.9,9,.509,.502,,Free Agency,leitema02
438,Jacob Lemoine,28,OAK,16.1,9,0,15,8.27,4.41,-0.18,-0.29,0.00,95.4,4.10,-7,-0.8,.72,0.1,-0.5,-6,.416,.495,,Free Agency,lemoija01
439,Sandy León,33,CLE,2.0,1,0,0,0.00,3.59,0.53,-0.24,0.00,94.0,2.66,1,0.1,.00,0.0,0.1,1,.568,.500,,Purchased,leonsa01
440,Dominic Leone,30,SFG,49.1,55,0,24,4.38,4.46,-0.35,-0.30,0.11,100.8,4.65,1,0.2,1.25,-0.1,0.5,6,.503,.501,$2250000,Free Agency,leonedo01
441,Matthew Liberatore*,22,STL,34.2,9,7,23,5.97,4.21,0.43,0.12,0.00,97.6,3.81,-8,-0.8,.49,0.0,-0.5,-5,.409,.495,,Traded,liberma01
442,Zack Littell,26,SFG,44.1,39,0,25,5.08,4.56,-0.36,-0.30,0.13,97.9,4.65,-2,-0.2,.80,-0.1,0.1,2,.494,.499,,Free Agency,litteza01
443,Brendon Little*,25,CHC,0.2,1,0,3,40.50,4.81,0.04,-0.32,0.00,100.0,4.44,-3,-0.2,1.57,-0.1,-0.3,-3,.279,.499,,Amateur Draft,littlbr02
444,Mauricio Llovera,26,SFG,16.1,17,1,8,4.41,4.48,-0.32,-0.27,0.00,99.0,4.49,0,0.0,.63,0.0,0.1,2,.501,.500,,Free Agency,llovema01
445,Jonathan Loáisiga,27,NYY,48.0,50,0,25,4.69,4.36,0.75,-0.29,0.11,100.0,3.43,-6,-0.7,1.42,-0.3,-0.5,-2,.486,.496,$1650000,Free Agency,loaisjo01
446,Nick Lodolo*,24,CIN,103.1,19,19,44,3.83,4.39,-0.17,0.20,0.00,110.3,5.25,16,1.8,,-0.1,2.7,26,.596,.511,,Amateur Draft,lodolni01
447,Zach Logue*,26,OAK,57.0,14,10,44,6.95,4.18,-0.18,0.15,0.00,94.2,4.26,-17,-1.6,.39,0.0,-1.1,-12,.383,.490,,Traded,logueza01
448,Sam Long*,26,SFG,42.1,28,6,23,4.89,4.33,-0.37,-0.18,0.00,97.7,4.42,-2,-0.2,.77,-0.1,0.1,2,.492,.499,,Free Agency,longsa01
449,Alejo Lopez,26,CIN,2.2,3,0,2,6.75,4.89,-0.25,-0.33,0.00,120.0,5.77,0,0.0,.00,0.0,0.0,0,.490,.500,,Amateur Draft,lopezal03
450,Jorge López,29,2TM,71.0,67,0,26,3.30,4.35,0.19,-0.29,0.31,102.3,4.28,8,0.9,1.62,0.3,1.9,14,.513,.504,$1500000,Waivers,lopezjo02
451,Nicky Lopez,27,KCR,1.0,1,0,2,18.00,5.18,-0.50,-0.34,0.00,110.0,5.88,-1,-0.1,.00,0.1,-0.1,-1,.371,.499,$2550000,Amateur Draft,lopezni01
452,Pablo López,26,MIA,180.0,32,32,78,3.90,4.52,0.11,0.21,0.00,98.0,4.53,12,1.3,,-0.2,2.9,29,.542,.508,$2450000,Traded,lopezpa01
453,Reynaldo López,28,CHW,65.1,61,1,24,3.31,4.29,-0.14,-0.29,0.17,102.0,4.40,8,0.9,1.25,0.0,1.5,14,.515,.506,$2625000,Traded,lopezre01
454,Yoan López,29,NYM,11.0,8,0,8,6.55,4.45,-0.01,-0.30,0.51,94.2,4.39,-3,-0.3,.40,0.1,-0.1,-2,.466,.498,,Waivers,lopezyo01
455,Michael Lorenzen,30,LAA,97.2,18,18,48,4.42,4.31,0.10,0.20,0.00,101.5,4.48,1,0.1,,-0.1,1.0,9,.506,.501,$7000000,Free Agency,lorenmi01
456,Aaron Loup*,34,LAA,58.2,65,0,38,5.83,4.33,0.11,-0.29,0.19,102.1,4.21,-10,-1.1,1.44,-0.4,-0.9,-5,.483,.493,$7500000,Free Agency,loupaa01
457,Zac Lowther*,26,BAL,5.1,1,0,6,10.13,4.49,0.34,0.21,0.00,106.0,4.61,-3,-0.3,1.81,0.0,-0.2,-3,.242,.498,,Amateur Draft,lowthza01
458,Lucas Luetge*,35,NYY,57.1,50,0,19,2.98,4.27,0.73,-0.28,0.10,101.0,3.39,3,0.3,.94,-0.1,0.7,8,.506,.502,$905000,Free Agency,luetglu01
459,Seth Lugo,32,NYM,65.0,62,0,26,3.60,4.36,-0.01,-0.29,0.09,95.9,3.98,3,0.3,1.12,-0.2,0.8,9,.505,.502,$2925000,Amateur Draft,lugose01
460,Jesús Luzardo*,24,MIA,100.1,18,18,40,3.59,4.47,0.09,0.20,0.00,98.2,4.50,10,1.1,,-0.1,2.0,19,.562,.507,,Traded,luzarje01
461,Jordan Lyles,31,BAL,179.0,32,32,94,4.73,4.37,0.24,0.20,0.00,102.4,4.43,-5,-0.6,,-0.1,1.0,10,.483,.497,$6000000,Free Agency,lylesjo01
462,Daniel Lynch*,25,KCR,131.2,27,27,79,5.40,4.31,-0.26,0.20,0.00,104.3,4.98,-6,-0.6,,-0.1,0.6,6,.478,.496,,Amateur Draft,lynchda02
463,Lance Lynn,35,CHW,121.2,21,21,65,4.81,4.21,-0.15,0.19,0.00,99.7,4.54,-3,-0.3,,-0.1,0.7,7,.484,.498,,Traded,lynnla01
464,Andrés Machado,29,WSN,59.1,51,0,32,4.85,4.57,-0.27,-0.31,0.00,94.7,4.30,-4,-0.4,.61,-0.1,0.1,2,.492,.498,,Free Agency,machaan02
465,Tyler Mahle,27,2TM,120.2,23,23,61,4.55,4.45,-0.14,0.20,0.00,111.1,5.32,10,1.1,,-0.1,2.2,21,.549,.506,$5200000,Amateur Draft,mahlety01
466,Sean Manaea*,30,SDP,158.0,30,28,95,5.41,4.33,0.13,0.19,0.00,94.8,4.17,-22,-2.2,.46,-0.1,-0.8,-7,.427,.487,,Traded,manaese01
467,Matt Manning,24,DET,63.0,12,12,27,3.86,4.22,0.18,0.19,0.00,98.5,4.18,3,0.3,,0.0,0.8,8,.523,.502,,Amateur Draft,mannima02
468,Alek Manoah,24,TOR,196.2,31,31,55,2.52,4.25,0.27,0.20,0.00,99.6,4.16,37,4.4,,-0.1,6.0,53,.641,.527,,Amateur Draft,manoaal01
469,Joe Mantiply*,31,ARI,60.0,69,0,22,3.30,4.38,0.30,-0.29,0.09,99.7,3.87,4,0.4,1.55,-0.1,0.9,9,.506,.502,,Free Agency,mantijo01
470,Ron Marinaccio,26,NYY,44.0,40,0,12,2.45,4.39,0.52,-0.29,0.50,97.5,3.98,8,0.8,1.02,-0.1,1.2,11,.521,.505,,Amateur Draft,marinro01
471,Parker Markel,31,OAK,3.0,3,0,0,0.00,4.38,-0.09,-0.29,0.00,92.0,3.85,1,0.1,.47,0.0,0.1,2,.548,.501,,Free Agency,markepa01
472,Germán Márquez,27,COL,181.2,31,31,109,5.40,4.50,0.04,0.21,0.00,114.4,5.34,-1,-0.2,,-0.2,1.4,15,.495,.499,$11300000,Traded,marquge01
473,José Marte,26,LAA,11.0,11,0,9,7.36,4.57,0.08,-0.30,0.00,103.1,4.32,-4,-0.4,.42,0.1,-0.2,-3,.465,.498,,Traded,martejo01
474,Yunior Marte,27,SFG,48.0,39,0,32,6.00,4.40,-0.35,-0.29,0.00,97.1,4.33,-9,-0.9,.44,0.1,-0.3,-5,.476,.494,,Free Agency,marteyu01
475,Brett Martin*,27,TEX,50.0,55,1,27,4.86,4.22,0.07,-0.28,0.22,99.6,4.08,-4,-0.4,1.27,-0.2,-0.1,0,.492,.497,$1025000,Amateur Draft,martibr01
476,Chris Martin,36,2TM,56.0,60,0,20,3.21,4.40,0.20,-0.29,0.00,101.0,3.95,5,0.5,1.26,0.0,1.0,10,.508,.501,$2500000,Free Agency,martich02
477,Corbin Martin,26,ARI,22.1,7,2,14,5.64,4.47,0.31,0.06,0.00,96.7,4.08,-4,-0.4,.29,0.0,-0.2,-2,.444,.498,,Traded,martico02
478,Davis Martin,25,CHW,63.1,14,9,36,5.12,4.10,-0.16,0.12,0.00,99.4,4.35,-5,-0.5,.99,-0.1,0.0,0,.462,.497,,Amateur Draft,martida03
479,Adrián Martinez,25,OAK,57.2,12,12,42,6.55,4.35,-0.17,0.20,0.00,95.6,4.51,-13,-1.3,,0.0,-0.8,-8,.395,.492,,Traded,martiad01
480,Nick Martinez,31,SDP,106.1,47,10,44,3.72,4.40,0.13,-0.05,0.05,93.6,4.00,3,0.3,1.02,-0.2,1.2,13,.507,.502,$6000000,Free Agency,martini01
481,Seth Martinez,27,HOU,38.2,29,0,10,2.33,4.23,0.45,-0.28,0.14,99.4,3.62,6,0.6,.76,-0.2,0.8,9,.522,.504,,Rule 5 Draft,martise01
482,Nick Maton,25,PHI,1.1,2,0,3,20.25,4.35,-0.69,-0.29,0.00,97.3,4.62,-2,-0.2,.00,0.1,-0.1,-2,.389,.499,,Amateur Draft,matonni01
483,Phil Maton,29,HOU,65.2,67,0,34,4.66,4.25,0.46,-0.28,0.17,99.2,3.64,-7,-0.8,.92,-0.1,-0.3,-2,.489,.495,$1550000,Traded,matonph01
484,Steven Matz*,31,STL,48.0,15,10,28,5.25,4.21,0.38,0.14,0.12,96.6,3.94,-7,-0.7,1.63,-0.1,-0.3,-3,.452,.496,$8500000,Free Agency,matzst01
485,Tyler Matzek*,31,ATL,43.2,42,0,21,4.33,4.38,0.18,-0.29,0.51,98.1,4.33,0,0.0,1.07,-0.1,0.3,4,.500,.500,$1400000,Free Agency,matzety01
486,Dustin May,24,LAD,30.0,6,6,17,5.10,4.29,0.50,0.20,0.00,99.8,3.98,-4,-0.4,,0.0,-0.1,-1,.437,.498,,Amateur Draft,maydu01
487,Trevor May,32,NYM,25.0,26,0,14,5.04,4.49,-0.01,-0.30,0.00,93.0,3.90,-3,-0.3,.78,0.0,-0.1,-1,.487,.498,$7750000,Free Agency,maytr01
488,Mike Mayers,30,LAA,50.2,24,3,35,6.22,4.38,0.11,-0.15,0.00,101.8,4.20,-11,-1.2,.99,-0.1,-0.8,-7,.452,.493,$2150000,Waivers,mayermi01
489,Jack Mayfield,31,LAA,1.0,1,0,0,0.00,4.49,0.14,-0.30,0.00,90.0,3.65,0,0.0,.00,0.0,0.0,0,.546,.500,,Purchased,mayfija01
490,Tim Mayza*,30,TOR,48.2,63,0,19,3.51,4.36,0.27,-0.29,0.11,99.3,3.89,2,0.2,1.40,-0.1,0.6,6,.504,.501,$1250000,Amateur Draft,mayzati01
491,Chris Mazza,32,TBR,5.1,2,0,10,16.88,3.89,0.22,-0.01,0.00,93.7,3.43,-8,-0.6,.95,0.0,-0.5,-7,.205,.496,,Free Agency,mazzach01
492,Kirk McCarty*,26,CLE,37.2,13,2,23,5.50,4.42,0.54,-0.17,0.59,97.6,4.19,-5,-0.6,.91,-0.1,-0.3,-2,.457,.497,,Waivers,mccarki01
493,Shane McClanahan*,25,TBR,166.1,28,28,52,2.81,4.31,0.13,0.20,0.00,91.4,4.01,23,2.6,,-0.1,4.1,37,.594,.516,,Amateur Draft,mcclash01
494,Lance McCullers Jr.,28,HOU,47.2,8,8,12,2.27,4.19,0.44,0.19,0.00,97.6,3.84,9,1.0,,0.0,1.4,13,.626,.506,$15950000,Amateur Draft,mcculla02
495,T.J. McFarland*,33,STL,32.2,28,0,26,7.16,4.22,0.46,-0.28,0.00,98.1,3.41,-14,-1.4,.41,0.3,-0.8,-11,.451,.491,$2500000,Free Agency,mcfartj01
496,Easton McGee,24,TBR,3.0,1,0,1,3.00,4.64,0.23,-0.31,0.00,98.0,4.01,0,0.0,.81,0.0,0.1,1,.539,.500,,Amateur Draft,mcgeeea01
497,Jake McGee*,35,3TM,37.0,42,0,29,7.05,4.28,-0.26,-0.29,0.00,94.7,4.02,-13,-1.3,1.10,-0.2,-1.1,-9,.469,.496,$2500000,Free Agency,mcgeeja01
498,Reese McGuire,27,BOS,1.0,1,0,0,0.00,4.81,0.05,-0.32,0.00,116.0,5.15,1,0.1,.00,0.0,0.0,1,.565,.500,,Traded,mcguire01
499,Collin McHugh,35,ATL,69.1,58,0,20,2.60,4.44,0.17,-0.30,0.16,100.5,4.15,12,1.3,1.29,0.0,2.0,18,.522,.508,$4000000,Free Agency,mchugco01
500,David McKay,27,3TM,6.2,4,0,5,6.75,4.37,0.21,-0.29,0.00,96.8,3.74,-2,-0.2,.10,0.0,-0.1,-2,.462,.500,,Purchased,mckayda02
501,Ryan McKenna,25,BAL,1.1,2,0,2,13.50,3.77,0.53,-0.25,0.00,106.0,3.18,-2,-0.2,.00,0.1,-0.1,-1,.423,.499,,Amateur Draft,mckenry01
502,Triston McKenzie,24,CLE,191.1,31,30,65,3.06,4.23,0.45,0.19,0.00,100.8,3.99,21,2.4,1.32,-0.1,4.0,37,.576,.515,,Amateur Draft,mckentr01
503,John Means*,29,BAL,8.0,2,2,3,3.38,4.63,0.24,0.21,0.00,94.8,4.37,1,0.1,,0.0,0.2,2,.552,.501,$2950000,Amateur Draft,meansjo01
504,Nick Mears,25,PIT,2.0,2,0,0,0.00,5.15,0.00,-0.35,0.00,104.0,5.00,1,0.1,.60,0.0,0.1,1,.561,.501,,Amateur Free Agent,mearsni01
505,Adonis Medina,25,NYM,23.2,14,0,18,6.85,4.40,-0.01,-0.29,0.24,100.6,4.38,-7,-0.7,.69,0.0,-0.4,-4,.453,.496,,Purchased,medinad01
506,Trevor Megill,28,MIN,45.0,39,0,29,5.80,4.32,0.19,-0.29,0.25,98.5,4.03,-9,-0.9,.98,-0.1,-0.6,-5,.476,.494,$100000,Waivers,megiltr01
507,Tylor Megill,26,NYM,47.1,15,9,27,5.13,4.49,-0.01,0.14,0.00,94.0,4.36,-4,-0.4,.22,0.0,0.0,0,.472,.497,,Amateur Draft,megilty01
508,J.C. Mejía,25,MIL,2.1,2,0,6,23.14,3.71,0.46,-0.25,0.00,112.5,3.38,-5,-0.4,.08,0.2,-0.2,-5,.285,.497,,Traded,mejiaje02
509,Mark Melancon,37,ARI,56.0,62,0,37,5.95,4.45,0.35,-0.30,0.69,99.5,4.47,-9,-1.0,1.50,-0.4,-0.8,-4,.484,.494,$6000000,Free Agency,melanma01
510,Conner Menez*,27,CHC,1.0,1,0,0,0.00,4.46,0.02,-0.30,0.00,98.0,4.06,0,0.0,.71,0.0,0.1,1,.549,.500,,Waivers,menezco01
511,Daniel Mengden,29,KCR,7.0,5,1,5,6.43,4.03,-0.27,-0.10,0.80,105.6,5.28,-1,-0.1,1.06,0.0,0.0,0,.482,.499,,Free Agency,mengdda01
512,Whit Merrifield,33,TOR,1.0,1,0,2,18.00,3.88,0.49,-0.26,0.00,100.0,3.13,-2,-0.2,.00,0.1,-0.1,-2,.347,.499,,Traded,merriwh01
513,Julian Merryweather,30,TOR,26.2,26,1,20,6.75,4.46,0.32,-0.30,0.00,101.4,3.90,-8,-0.9,.79,0.0,-0.6,-6,.466,.495,,Traded,merryju01
514,Max Meyer,23,MIA,6.0,2,2,5,7.50,4.72,0.12,0.21,0.00,100.5,4.84,-2,-0.2,,0.0,-0.1,-1,.413,.499,,Amateur Draft,meyerma01
515,Keynan Middleton,28,ARI,17.0,18,0,13,6.88,4.48,0.30,-0.30,0.00,97.0,3.76,-6,-0.6,1.23,-0.1,-0.6,-4,.466,.496,$100000,,middlke01
516,Miles Mikolas,33,STL,202.1,33,32,81,3.60,4.31,0.39,0.19,0.00,94.6,3.89,6,0.7,1.07,-0.2,2.4,25,.521,.504,$17000000,Free Agency,mikolmi01
517,Wade Miley*,35,CHC,37.0,9,8,20,4.86,4.12,0.02,0.16,0.00,99.7,4.26,-3,-0.3,1.54,0.0,0.1,1,.471,.498,$10000000,Waivers,mileywa01
518,Shelby Miller,31,SFG,7.0,4,0,5,6.43,4.37,-0.22,-0.29,0.00,93.8,4.03,-2,-0.2,1.45,-0.1,-0.2,-1,.452,.499,,Free Agency,millesh01
519,Tyson Miller,26,TEX,10.2,4,2,14,11.81,4.20,0.08,-0.07,0.00,101.0,4.09,-9,-0.8,.96,0.0,-0.7,-8,.301,.495,,Waivers,millety01
520,Alec Mills,30,CHC,17.2,7,2,20,10.19,4.42,0.02,-0.22,0.31,100.5,4.52,-11,-1.0,.57,0.1,-0.7,-10,.354,.494,,Traded,millsal02
521,Wyatt Mills,27,2TM,29.1,27,0,15,4.60,4.43,-0.10,-0.29,0.00,102.8,4.35,-1,-0.1,.71,-0.1,0.1,2,.497,.500,,Traded,millswy01
522,Hoby Milner*,31,MIL,64.2,67,0,29,4.04,4.37,0.32,-0.29,0.34,97.9,4.02,0,0.0,1.07,-0.2,0.4,6,.500,.500,,Free Agency,milneho01
523,Tommy Milone*,35,SEA,16.2,7,0,10,5.40,4.15,0.32,-0.16,0.00,91.1,3.34,-4,-0.4,.31,0.1,-0.2,-2,.445,.498,,Free Agency,milonto01
524,Juan Minaya,31,MIN,9.2,6,0,6,5.59,4.12,0.18,-0.27,0.00,97.7,3.59,-2,-0.2,.59,0.0,-0.1,-1,.463,.499,$100000,Free Agency,minayju01
525,Mike Minor*,34,CIN,98.0,19,19,72,6.61,4.39,-0.23,0.20,0.00,109.0,5.25,-15,-1.5,,-0.1,-0.6,-6,.422,.491,,Traded,minormi01
526,A.J. Minter*,28,ATL,70.0,75,0,21,2.70,4.42,0.15,-0.30,0.08,99.5,4.04,10,1.1,1.43,0.0,1.8,17,.515,.507,$2200000,Amateur Draft,minteaj01
527,Anthony Misiewicz*,27,2TM,29.0,32,0,15,4.66,4.39,0.02,-0.29,0.19,100.8,4.32,-1,-0.1,.84,-0.1,0.1,1,.497,.500,,Purchased,misiean01
528,Casey Mize,25,DET,10.0,2,2,6,5.40,4.00,0.22,0.18,0.00,102.2,4.05,-1,-0.1,,0.0,-0.1,-1,.426,.499,,Amateur Draft,mizeca01
529,Yadier Molina,39,STL,2.0,2,0,4,18.00,4.05,0.72,-0.27,0.00,96.5,2.94,-3,-0.3,.00,0.1,-0.1,-3,.348,.498,$10000000,Free Agency,molinya01
530,Sam Moll*,30,OAK,43.1,53,0,16,3.32,4.46,-0.14,-0.30,0.00,96.3,4.15,4,0.5,1.42,0.0,0.9,8,.509,.503,,Purchased,mollsa01
531,Frankie Montas,29,2TM,144.1,27,27,72,4.49,4.39,0.11,0.20,0.00,94.9,4.24,-3,-0.2,,-0.1,1.0,9,.492,.502,$5025000,Traded,montafr02
532,Rafael Montero,31,HOU,68.1,71,0,22,2.90,4.28,0.43,-0.28,0.08,99.2,3.62,6,0.6,1.42,0.0,1.3,12,.509,.504,$2725000,Free Agency,montera01
533,Bryce Montes de Oca,26,NYM,3.1,3,0,4,10.80,3.76,-0.01,-0.25,0.00,99.8,3.51,-3,-0.3,.14,0.1,-0.1,-2,.412,.498,,Amateur Draft,montebr01
534,Jordan Montgomery*,29,2TM,178.1,32,32,72,3.63,4.24,0.60,0.19,0.00,96.7,3.70,2,0.2,,-0.1,1.7,17,.506,.500,$6000000,Amateur Draft,montgjo01
535,Matt Moore*,33,TEX,74.0,63,0,20,2.43,4.29,0.05,-0.28,0.15,100.3,4.11,14,1.6,1.38,0.1,2.4,20,.525,.510,$100000,Free Agency,moorema02
536,Francisco Morales,22,PHI,5.0,3,0,5,9.00,4.72,-0.25,-0.32,1.13,98.6,5.70,-2,-0.2,.63,0.0,-0.1,-1,.439,.499,,Free Agency,moralfr02
537,Brian Moran*,33,LAA,0.1,1,0,2,54.00,4.32,0.43,-0.30,0.00,102.0,3.67,-2,-0.2,.56,0.0,-0.1,-2,.330,.499,,Free Agency,moranbr01
538,Jovani Moran*,25,MIN,40.2,31,0,11,2.43,4.31,0.15,-0.29,0.14,97.8,3.92,7,0.8,.57,-0.3,0.9,10,.525,.505,,Amateur Draft,moranjo01
539,Adrián Morejón*,23,SDP,34.0,26,0,18,4.76,4.53,0.14,-0.30,0.33,94.9,4.19,-2,-0.2,1.10,-0.1,0.0,1,.491,.499,,Amateur Free Agent,morejad01
540,Dauri Moreta,26,CIN,38.1,35,1,24,5.63,4.64,-0.19,-0.31,0.15,112.6,5.26,-2,-0.2,.50,-0.1,0.1,2,.495,.499,,Amateur Free Agent,moretda01
541,Eli Morgan,26,CLE,66.2,50,1,29,3.92,4.21,0.43,-0.26,0.08,100.4,3.62,-2,-0.2,1.25,-0.2,0.3,4,.496,.499,,Amateur Draft,morgael01
542,Reyes Moronta,29,2TM,37.2,39,0,20,4.78,4.40,0.42,-0.29,0.30,104.7,4.17,-3,-0.3,.91,-0.1,0.0,1,.493,.499,,Waivers,moronre01
543,Cody Morris,25,CLE,23.2,7,5,8,3.04,4.16,0.47,0.13,0.00,99.4,3.80,2,0.2,1.11,0.0,0.4,4,.533,.501,,Amateur Draft,morrico01
544,Charlie Morton,38,ATL,172.0,31,31,85,4.45,4.44,0.17,0.20,0.00,100.5,4.50,1,0.1,,-0.1,1.6,17,.503,.500,$20000000,Free Agency,mortoch02
545,Kyle Muller*,24,ATL,12.1,3,3,11,8.03,3.97,0.21,0.18,0.00,97.8,3.86,-6,-0.5,,0.0,-0.4,-5,.330,.497,,Amateur Draft,mulleky01
546,Andrés Muñoz,23,SEA,65.0,64,0,20,2.77,4.26,0.19,-0.28,0.09,95.2,3.68,7,0.8,1.54,0.0,1.4,12,.512,.505,,Traded,munozan01
547,Penn Murfee,28,SEA,69.1,64,1,23,2.99,4.34,0.24,-0.29,0.08,95.2,3.70,6,0.6,.72,-0.3,1.1,12,.510,.504,,Amateur Draft,murfepe01
548,Patrick Murphy,27,WSN,5.2,6,0,6,9.53,4.58,-0.33,-0.31,0.00,96.2,4.43,-3,-0.3,.12,0.1,-0.1,-3,.446,.498,,Waivers,murphpa02
549,Joe Musgrove,29,SDP,181.0,30,30,67,3.33,4.36,0.12,0.20,0.00,93.3,4.14,16,1.8,,-0.2,3.3,33,.559,.511,$8625000,Traded,musgrjo01
550,Parker Mushinski*,26,HOU,7.1,7,0,3,3.68,4.38,0.42,-0.29,0.00,96.9,3.55,0,0.0,.71,0.0,0.1,1,.499,.500,,Amateur Draft,mushipa01
551,Wil Myers,31,SDP,3.2,4,0,3,7.36,4.66,0.18,-0.31,0.00,99.0,4.13,-1,-0.1,.00,0.1,0.0,-1,.466,.499,$22500000,Traded,myerswi01
552,James Naile,29,STL,9.0,7,0,5,5.00,4.32,0.43,-0.29,0.00,93.9,3.38,-2,-0.2,.22,0.0,0.0,-1,.476,.499,,Free Agency,naileja01
553,Tommy Nance,31,MIA,43.2,35,2,22,4.53,4.55,0.10,-0.25,0.26,98.9,4.41,-1,-0.1,.97,-0.1,0.2,3,.498,.500,,Waivers,nanceto01
554,Andrew Nardi*,23,MIA,14.2,13,0,17,10.43,4.75,0.12,-0.32,0.38,99.9,4.69,-9,-0.9,.83,0.0,-0.8,-8,.428,.494,,Amateur Draft,nardian01
555,Packy Naughton*,26,STL,32.0,26,3,17,4.78,4.48,0.42,-0.19,0.18,96.2,3.90,-3,-0.3,1.02,-0.1,-0.1,0,.487,.498,,Waivers,naughpa01
556,Nick Neidert,25,MIA,5.0,1,1,2,3.60,5.08,0.13,0.23,0.00,100.0,5.18,1,0.1,,0.0,0.1,1,.598,.501,,Traded,neideni01
557,Kyle Nelson*,25,ARI,37.0,43,1,10,2.43,4.45,0.29,-0.28,0.15,98.0,3.94,6,0.7,1.08,-0.1,0.9,10,.515,.504,,Waivers,nelsoky01
558,Nick Nelson,26,PHI,68.2,47,2,38,4.98,4.52,-0.32,-0.27,0.00,98.2,4.49,-4,-0.4,.63,-0.1,0.2,3,.492,.498,,Traded,nelsoni01
559,Ryne Nelson,24,ARI,18.1,3,3,4,1.96,4.83,0.26,0.22,0.00,92.9,4.45,5,0.6,,0.0,0.8,7,.699,.504,,Amateur Draft,nelsory01
560,Hector Neris,33,HOU,65.1,70,0,29,3.99,4.28,0.42,-0.28,0.43,99.4,3.97,0,0.0,1.33,-0.2,0.5,6,.500,.500,$8000000,Free Agency,nerishe01
561,Sheldon Neuse,27,OAK,3.2,3,0,0,0.00,4.63,-0.18,-0.31,0.00,92.0,4.14,2,0.2,.00,-0.1,0.1,2,.564,.501,,Waivers,neusesh01
562,Sean Newcomb*,29,2TM,27.2,20,1,28,9.11,4.53,0.06,-0.25,0.00,98.0,4.14,-15,-1.5,1.01,-0.1,-1.3,-13,.424,.493,$900000,Traded,newcose01
563,Vinny Nittoli,31,PHI,2.0,2,0,0,0.00,4.12,-0.27,-0.27,0.00,99.3,4.09,1,0.1,.88,0.0,0.1,1,.550,.501,,Traded,nittovi01
564,Stephen Nogosek,27,NYM,22.0,12,0,10,4.09,4.41,-0.01,-0.29,0.00,94.9,3.91,0,0.0,.49,0.0,0.1,2,.496,.500,,Traded,nogosst01
565,Aaron Nola,29,PHI,205.0,32,32,75,3.29,4.47,-0.30,0.20,0.00,98.7,4.90,36,4.2,,-0.2,5.9,55,.630,.526,$15500000,Amateur Draft,nolaaa01
566,Daniel Norris*,29,2TM,58.2,41,3,39,5.98,4.41,0.08,-0.20,0.19,101.0,4.36,-10,-1.1,.64,0.0,-0.5,-5,.474,.495,$1750000,Free Agency,norrida01
567,James Norwood,28,PHI,17.1,20,0,17,8.83,4.60,-0.35,-0.31,0.00,99.6,4.62,-8,-0.8,.52,0.2,-0.5,-7,.459,.495,,Traded,norwoja01
568,Riley O'Brien,27,SEA,1.0,1,0,0,0.00,4.41,0.27,-0.30,0.00,90.0,3.46,0,0.0,.00,0.0,0.0,0,.543,.500,,Traded,obrieri01
569,Darren O'Day,39,ATL,21.2,28,0,12,4.98,4.58,0.18,-0.31,0.52,101.2,4.67,-1,-0.1,1.00,-0.1,0.1,1,.497,.499,,Free Agency,odayda01
570,Bailey Ober,26,MIN,56.0,11,11,22,3.54,4.05,0.19,0.19,0.00,101.9,4.13,4,0.4,,0.0,0.9,9,.540,.503,,Amateur Draft,oberba01
571,Jake Odorizzi,32,2TM,106.1,22,22,58,4.91,4.24,0.39,0.19,0.00,97.6,3.94,-11,-1.1,,-0.1,-0.2,-2,.448,.497,$8000000,Traded,odorija01
